Voter ID,Party,Sex,Age,Ethnicity,Voter Score,Turnout Score,PartisanshipScore,Kids in HH,Liberal Ideology, marriage,Zip,Outcome
6110985,3,0,65,2,70.45,86,96,31,31,45,85203,0
6185225,3,0,32,3,52.16,33,68,4,77,15,85213,0
6187819,3,1,28,2,63.6,19,73,1,47,5,85203,0
6188093,1,1,81,3,55.33,84,55,2,34,47,85213,1
6188308,3,1,74,3,35.25,74,8,5,29,95,85210,0
6188832,2,1,59,3,6.16,98,0,82,4,98,85225,0
6189088,1,0,28,2,91.84,83,93,4,53,25,85202,0
6189241,3,1,48,3,81.58,67,90,67,86,97,85204,0
6189799,2,1,51,3,13.02,33,5,38,27,79,85225,0
6190281,1,1,37,3,95.14,98,73,45,14,79,85202,0
6190433,1,1,65,2,93.56,98,95,46,68,51,85202,0
6191046,1,1,34,3,97.38,98,98,4,97,11,85210,0
6191059,3,0,48,3,76.71,91,81,88,47,98,85224,0
6191200,3,0,44,3,88.19,37,87,62,61,39,85202,0
6191621,1,0,61,2,88.98,89,95,57,40,77,85202,0
6287360,1,1,48,3,78.64,81,96,35,90,22,85201,0
6287562,1,0,29,3,84.78,24,19,3,25,8,85204,0
6288172,2,0,36,3,5.27,96,0,85,4,76,85204,0
6288245,3,1,67,3,34.46,18,21,5,29,32,85203,0
6288296,3,1,64,2,68.58,33,18,11,36,82,85202,0
6288346,2,1,61,3,6.46,71,6,2,21,8,85201,0
6330225,3,1,84,3,39.83,11,56,4,41,54,85210,1
6330273,1,0,38,2,92.15,77,97,50,55,51,85204,0
6330382,3,0,39,3,39.51,70,71,45,68,48,85204,0
6330440,1,0,46,3,86.08,63,98,36,80,20,85202,0
6330768,1,0,27,2,94.47,89,96,12,57,5,85204,0
6330888,2,1,28,3,7.55,37,7,1,12,15,85203,0
6330913,2,1,32,2,17.33,54,2,6,25,3,85204,0
6330996,1,1,27,3,81.23,90,94,1,84,2,85202,0
6331025,1,1,46,2,90.98,63,93,79,42,85,85204,0
6331026,1,0,83,2,89.32,37,99,16,34,63,85210,0
6331056,2,0,59,2,5.36,99,2,68,5,96,85203,0
6331149,2,0,37,3,7.07,93,1,70,5,89,85204,0
6420013,3,1,34,3,41.62,83,52,4,66,10,85283,1
6488139,2,1,80,3,10.59,22,79,4,20,77,85204,0
6510893,1,0,27,3,95.74,95,98,0,96,3,85210,0
6569400,2,0,26,3,7.82,83,1,2,15,3,85201,0
6576998,1,1,33,3,80.73,78,95,3,85,6,85282,0
6605697,2,0,72,3,6.93,93,3,7,13,88,85210,0
6731976,1,1,27,3,54.5,82,49,1,53,7,85204,1
6847254,3,1,63,2,55.83,24,42,59,28,76,85224,1
8043412,3,1,26,2,23.52,24,23,5,34,1,85204,0
8045019,3,0,29,3,44.57,27,15,3,44,1,85201,0
8045165,2,1,61,3,14.49,26,14,24,38,88,85282,0
8048802,3,0,27,3,32.37,28,16,26,38,10,85204,0
8103413,3,1,27,3,37.84,22,81,2,54,2,85234,0
8106724,3,0,28,3,76.33,8,4,24,19,5,85210,0
6368531,3,0,61,3,35.75,81,31,19,42,77,85204,0
6368685,3,0,59,2,52.6,26,86,57,30,46,85204,0
6368762,3,1,27,2,39.13,30,66,1,48,5,85204,0
6368911,3,0,27,2,85.69,34,53,12,50,15,85202,1
6368999,3,0,50,3,89.92,31,87,47,40,32,85202,0
6369055,3,1,42,2,33.34,42,72,50,48,53,85210,0
6369115,2,0,68,2,42.28,75,16,8,11,10,85210,0
6369164,1,1,57,3,90.75,90,92,66,68,97,85282,0
6369287,3,0,74,3,21.93,24,25,10,29,42,85202,0
6369342,1,1,61,3,70.44,22,93,34,58,52,85203,0
6369620,3,0,27,2,84.85,25,97,11,46,1,85204,0
6369822,3,0,27,3,94.44,93,98,29,89,5,85204,0
6369851,2,1,53,3,10.67,70,44,21,46,27,85201,1
6369887,1,1,30,3,92.01,93,89,2,94,0,85204,0
8006522,3,1,30,3,40.83,64,5,1,66,3,85202,0
8006791,1,1,26,3,95.63,91,98,0,91,1,85210,0
8007364,3,1,27,3,16.99,82,5,0,54,3,85234,0
8007411,2,0,26,3,35.25,30,97,3,66,1,85204,0
8007999,2,0,26,3,10.08,62,4,8,7,5,85204,0
8008178,2,1,26,3,5.33,94,1,1,3,2,85234,0
8008852,3,0,30,3,50.62,43,88,2,92,2,85213,0
8009308,3,0,26,3,81.54,36,93,17,33,2,85202,0
8009736,2,0,28,3,8.43,44,0,16,5,21,85202,0
8011375,2,0,27,3,32.76,49,11,2,20,20,85202,0
8012489,1,1,27,3,88.41,45,3,2,12,2,85281,0
8012513,1,0,47,3,95.78,99,93,69,96,56,85202,0
8012749,1,0,27,3,95.06,90,97,1,90,2,85202,0
8013495,3,1,26,2,66.46,73,87,4,58,5,85202,0
8014194,1,1,27,2,83.89,25,97,2,55,1,85204,0
8090363,3,0,66,3,43.64,40,16,10,24,46,85213,0
8090364,2,1,39,3,4.25,69,0,78,5,81,85213,0
8090446,3,0,26,3,60.46,33,96,1,70,1,85201,0
8090447,3,1,26,2,83.78,87,89,1,56,2,85210,0
8090464,2,1,28,3,7.49,29,5,1,13,3,85202,0
8090505,3,1,29,2,67.17,95,96,1,79,3,85201,0
8090506,3,1,29,3,75.75,22,80,6,40,2,85204,0
8090552,1,0,27,3,73.63,40,98,8,79,4,85213,0
8090653,3,1,31,3,32.0,27,19,9,45,2,85213,0
8090737,3,0,26,2,72.3,75,87,1,71,1,85201,0
8090806,2,1,29,3,6.65,34,10,3,11,1,85213,0
8090829,3,0,29,2,31.48,26,72,8,55,2,85201,0
8090934,3,0,46,3,38.7,29,36,73,43,63,85203,1
8090997,1,0,31,2,86.76,13,98,23,77,5,85201,0
8091013,3,1,30,2,58.96,41,75,6,63,3,85203,0
8091037,2,0,26,2,7.1,95,1,10,3,3,85204,0
8091038,2,0,28,3,23.67,23,1,8,11,6,85204,0
8091119,3,1,26,2,62.56,65,22,2,39,1,85204,0
8091205,2,0,26,3,11.61,1,2,4,2,19,85203,0
8091247,3,1,27,2,35.81,26,78,4,38,21,85203,0
8091419,3,1,36,2,67.61,50,85,10,70,24,85282,0
8091420,3,0,58,3,42.29,61,61,76,34,48,85204,1
8091445,2,0,58,3,13.14,34,2,29,14,74,85204,0
8091485,1,1,28,3,75.61,53,93,0,71,2,85201,0
8091508,1,0,33,3,96.15,98,99,1,94,2,85282,0
8091556,3,1,26,2,72.24,44,52,2,43,2,85201,1
8091584,3,1,49,2,60.59,21,55,46,28,28,85210,1
8091792,3,0,37,3,87.91,82,57,39,61,42,85201,1
8091895,1,1,55,2,91.19,86,98,82,53,92,85210,0
8092028,1,1,30,3,80.69,63,72,1,64,4,85202,0
8092142,1,1,31,2,92.76,98,97,6,80,23,85225,0
8092354,3,0,31,2,89.01,27,95,16,60,4,85202,0
8092404,2,0,27,3,13.67,82,8,3,12,11,85201,0
8092427,2,0,26,3,6.41,95,3,7,9,1,85201,0
8092452,3,0,27,3,33.92,11,98,3,44,5,85201,0
8093075,1,0,63,3,93.26,5,98,11,46,10,85281,0
8093252,3,1,26,3,84.75,28,58,0,65,1,85201,1
8093281,3,1,31,3,56.91,30,75,2,54,4,85202,0
8093761,1,0,36,3,92.13,97,93,35,86,30,85201,0
8095703,3,1,26,3,67.73,8,85,1,68,2,85203,0
8097347,1,1,29,3,85.89,5,97,1,62,2,85281,0
8097370,3,1,30,3,49.23,86,50,0,72,0,85282,1
8097546,1,0,68,3,92.89,97,96,7,75,32,85202,0
6191192,3,1,85,3,93.16,97,34,27,41,98,85283,0
6191211,2,1,40,3,9.3,73,0,54,15,86,85204,0
6191942,3,0,28,2,68.89,26,99,10,53,1,85201,0
6287920,1,0,31,3,95.4,98,86,6,88,12,85202,0
6288165,2,0,27,3,6.97,49,1,1,15,4,85203,0
6288237,2,1,28,3,7.63,52,2,0,14,6,85213,0
6288447,2,1,31,3,12.89,35,1,5,30,0,85201,0
6288556,3,0,30,2,67.29,27,66,12,50,1,85213,0
6288560,1,0,28,2,94.91,63,98,9,82,23,85201,0
6288621,3,0,40,2,22.69,31,47,76,39,67,85204,1
6288646,2,1,50,3,19.96,65,25,27,42,12,85201,0
6288689,2,0,27,3,5.91,97,2,4,7,5,85203,0
6288816,1,1,68,3,94.4,98,89,2,67,78,85204,0
6288858,1,0,29,3,89.97,78,93,13,79,5,85203,0
6288879,3,1,31,2,68.69,29,7,9,49,3,85204,0
6289091,3,0,37,3,73.09,98,15,39,49,93,85203,0
6289119,3,0,54,3,22.91,3,26,29,40,28,85201,0
6289193,1,1,56,2,81.4,26,84,84,39,68,85201,0
6289308,3,1,51,3,9.9,98,1,31,7,59,85204,0
6289532,1,0,79,3,84.45,20,93,2,64,14,85210,0
6289631,3,0,27,3,11.25,25,27,0,63,11,85204,0
6318766,3,0,29,3,45.4,36,69,3,75,1,85204,0
6319058,1,1,77,2,87.13,77,89,12,55,76,85202,0
6319072,1,0,47,3,93.04,28,80,77,65,96,85210,0
6319089,3,0,33,3,21.31,99,75,13,83,9,85210,0
6319151,3,1,27,3,80.77,50,96,0,80,0,85202,0
6319317,1,0,69,3,92.96,99,97,4,89,68,85224,0
6389764,1,1,51,3,88.47,98,91,19,73,69,85202,0
6390109,3,1,34,3,63.97,24,74,10,60,1,85201,0
6390740,1,0,68,3,90.99,94,94,11,76,32,85213,0
6390765,3,0,79,3,78.73,98,97,8,94,96,85202,0
6391298,1,1,55,2,65.94,28,83,20,55,41,85204,0
6391920,1,0,88,3,93.37,98,10,0,42,11,85282,0
6393054,3,1,26,3,78.37,41,63,2,61,2,85282,1
6395466,2,0,69,3,9.95,77,2,2,21,32,85213,0
6396311,1,1,27,2,88.82,4,76,3,77,2,85202,0
6396318,3,1,31,3,18.85,68,32,0,43,6,85202,0
6396349,1,1,27,2,84.62,21,90,1,66,2,85202,0
6396422,2,0,58,2,27.08,26,3,52,15,55,85201,0
6396438,3,0,27,3,76.69,12,93,3,37,1,85224,0
6396951,3,0,42,3,46.21,29,50,72,35,42,85204,1
6397175,3,0,27,3,19.38,28,90,2,71,1,85213,0
6397222,1,0,28,3,91.46,87,94,5,68,1,85202,0
6397241,1,0,27,3,91.86,82,98,3,80,1,85204,0
6397681,2,0,27,3,12.22,74,8,3,15,4,85204,0
6397730,3,1,43,3,85.71,28,71,60,26,11,85201,0
6398228,2,1,75,3,6.2,98,1,5,7,79,85213,0
6398352,3,0,54,3,32.83,67,60,28,38,20,85202,1
8032404,3,0,26,2,79.38,75,86,5,75,3,85204,0
8032832,2,1,55,3,6.46,94,20,90,27,89,85204,0
8032867,3,0,64,3,18.14,27,4,42,16,57,85204,0
8032871,3,0,60,2,57.61,64,54,27,32,84,85204,1
8032948,1,1,74,3,95.31,98,85,2,84,94,85213,0
8032992,2,0,37,3,10.65,3,5,92,12,68,85213,0
8033143,2,0,36,3,5.5,98,2,36,7,50,85203,0
8033317,3,1,51,2,57.57,10,9,71,21,80,85204,0
8033327,1,0,27,3,91.31,74,97,3,84,2,85204,0
8033341,2,0,28,3,7.36,80,2,3,8,1,85203,0
8033373,3,1,35,3,63.59,26,53,13,50,6,85201,1
8033508,2,0,26,3,6.9,93,2,1,22,5,85204,0
8033523,3,0,43,2,70.75,75,93,75,29,55,85201,0
8033546,3,1,56,2,72.23,84,34,15,40,58,85201,0
8034010,1,0,27,3,93.22,95,98,5,70,1,85201,0
8034051,3,0,26,3,20.19,69,3,1,38,1,85203,0
8034093,3,1,27,3,31.38,24,9,3,28,9,85204,0
8034280,1,0,34,3,86.45,48,97,60,68,19,85201,0
8034335,1,0,27,3,82.53,67,96,3,90,7,85202,0
8034359,2,1,29,3,5.51,77,1,1,9,6,85201,0
8034368,1,0,80,3,80.67,73,67,1,61,19,85201,0
8034417,2,1,27,2,17.41,80,1,0,11,5,85201,0
8034464,3,0,26,3,14.47,49,6,1,39,3,85210,0
8034473,3,0,27,3,14.27,47,2,6,9,2,85210,0
8034528,1,0,37,2,95.93,97,97,26,75,8,85201,0
8034539,3,0,69,3,79.57,97,36,2,53,40,85213,1
8034569,2,1,27,3,3.74,97,1,1,4,3,85203,0
8034603,3,1,70,2,49.75,20,59,7,28,26,85203,1
8034615,2,0,68,3,12.97,48,2,4,17,31,85204,0
8034657,3,1,63,3,64.32,25,3,19,26,21,85203,0
8034723,3,0,49,2,82.28,49,75,81,24,47,85204,0
8035024,1,0,27,3,90.72,69,95,0,86,3,85203,0
8035054,3,0,29,3,76.05,69,48,3,60,9,85204,1
8035136,1,1,34,3,72.92,71,94,14,84,52,85213,0
8035254,3,1,59,2,5.49,99,5,66,6,98,85203,0
8035368,3,0,27,3,46.72,31,21,2,58,15,85201,0
8035405,1,0,38,2,86.52,22,97,62,49,20,85203,0
8035489,3,1,27,2,71.56,18,93,4,43,11,85210,0
8035959,2,0,48,3,7.61,97,1,68,11,60,85224,0
8035973,1,1,62,2,95.82,98,98,54,79,44,85210,0
8036113,3,1,26,3,84.88,27,30,1,51,3,85210,0
8036127,3,1,29,2,88.31,74,95,0,64,1,85210,0
8036154,3,1,44,2,64.58,75,77,77,28,44,85201,0
8036197,1,1,52,2,82.28,73,81,74,22,80,85204,0
8036236,3,1,42,3,33.49,11,30,36,38,46,85201,0
8036392,1,0,36,3,95.63,95,98,29,78,19,85202,0
8036565,1,0,76,3,94.3,97,99,5,66,27,85210,0
8036600,2,0,78,3,10.2,98,1,4,11,87,85204,0
8036721,1,0,76,3,93.23,98,98,3,78,12,85210,0
8036831,1,0,26,2,80.71,23,98,5,67,1,85204,0
6124392,3,0,35,3,49.9,24,76,43,53,31,85204,0
6125396,2,1,70,2,7.56,99,60,2,66,95,85201,1
6125489,1,0,76,3,90.3,99,23,3,57,94,85225,0
6125521,3,1,69,3,54.76,45,25,2,19,17,85202,0
6125764,3,0,61,2,33.54,23,95,38,37,43,85210,0
6126013,2,0,28,3,16.86,18,32,4,49,2,85201,0
6126041,1,1,30,2,81.69,67,98,4,76,5,85203,0
6126254,1,1,38,2,76.7,25,98,43,56,52,85204,0
6127416,2,1,51,3,6.96,98,1,71,11,88,85204,0
6127956,3,1,37,3,70.13,96,17,31,30,76,85234,0
6128125,1,0,85,2,91.13,81,83,13,33,35,85224,0
6128147,1,0,29,3,89.63,55,97,11,67,5,85204,0
6128998,1,1,58,2,87.4,43,96,47,59,85,85210,0
6129024,2,1,43,3,11.58,67,1,24,22,26,85202,0
6129393,1,0,29,2,71.36,98,96,2,81,5,85204,0
6130183,3,0,29,2,72.93,71,91,2,60,12,85210,0
6212568,2,1,28,3,5.19,78,1,2,4,15,85204,0
6220776,3,0,42,3,17.97,52,26,50,36,41,85234,0
6263746,1,0,30,3,90.94,14,98,19,59,12,85204,0
6264346,1,0,28,3,84.88,96,33,3,60,3,85204,0
6268742,2,1,26,3,9.94,46,6,3,27,4,85210,0
6269771,2,1,34,3,7.24,61,2,11,20,26,85203,0
6269908,1,1,33,3,85.01,80,92,3,73,6,85213,0
6273122,2,0,40,3,9.74,85,1,85,15,74,85204,0
6346349,2,1,31,3,10.61,79,6,4,16,6,85203,0
6346999,3,0,29,3,67.65,23,90,2,70,7,85210,0
6347137,1,0,27,3,89.41,97,95,1,81,3,85213,0
6908265,1,0,27,2,94.42,97,98,2,89,25,85282,0
6949783,2,0,68,3,7.57,98,8,19,14,89,85204,0
6960092,1,1,46,3,92.9,97,93,71,46,88,85204,0
6968928,1,0,72,3,90.91,94,55,4,45,46,85204,1
6972920,3,1,73,3,36.61,75,22,3,28,62,85204,0
6993988,1,0,41,3,95.93,98,97,41,85,62,85204,0
7000550,2,1,89,3,13.11,8,19,8,31,93,85204,0
7002231,3,1,69,3,14.23,18,12,5,38,15,85203,0
7003541,3,0,26,3,90.19,93,61,5,71,0,85203,1
7066149,2,1,57,2,28.22,57,61,31,44,44,85224,1
7075786,2,0,32,3,13.17,36,6,45,19,10,85204,0
7085120,2,1,41,3,11.11,13,9,70,27,93,85210,0
7091026,2,1,29,3,11.87,26,66,1,65,1,85202,0
7091709,1,1,28,3,82.71,97,97,0,85,1,85202,0
7107508,2,0,27,3,12.83,52,11,7,24,1,85203,0
7133179,3,0,39,3,80.66,54,77,69,42,28,85202,0
6032407,2,0,45,2,10.05,40,2,86,12,96,85203,0
6032497,2,0,75,3,44.01,16,99,5,43,33,85202,0
6032587,1,0,67,2,92.48,71,97,7,46,21,85204,0
6032633,1,0,59,3,91.68,82,98,32,47,44,85202,0
6032638,3,1,36,3,79.32,81,56,42,53,41,85204,1
6032704,3,1,28,3,7.28,66,1,0,20,0,85282,0
6033116,1,1,74,3,96.82,93,95,7,80,65,85225,0
6033366,1,1,28,3,29.6,68,98,0,89,2,85213,0
6033455,2,1,28,3,5.35,94,4,1,11,4,85213,0
6034923,1,0,29,2,90.76,74,97,8,56,3,85224,0
6151176,1,1,29,2,48.01,51,4,4,35,10,85204,0
6152091,1,0,28,3,88.32,57,59,14,70,9,85204,1
6156340,1,1,35,3,95.32,99,97,18,95,77,85202,0
6158923,2,1,33,3,12.51,34,1,4,32,12,85213,0
6234612,3,0,51,3,47.76,36,28,82,34,45,85204,0
6238014,1,1,27,2,90.27,88,95,1,66,4,85202,0
6238144,3,0,28,3,52.32,13,46,8,50,1,85204,1
6238769,1,1,28,2,85.38,22,97,2,66,1,85201,0
6238873,1,0,57,3,80.99,99,7,58,47,98,85213,0
6239157,3,0,27,3,82.58,46,59,14,40,19,85204,1
6239838,3,1,43,3,35.57,84,68,70,55,87,85225,0
6240353,1,0,38,3,89.81,99,55,29,96,97,85210,1
6240421,3,0,52,3,92.74,91,61,72,75,99,85202,1
6240429,3,0,27,3,29.43,46,56,1,87,1,85210,1
6240559,1,0,29,3,97.19,98,97,0,93,11,85202,0
6240680,2,1,28,3,6.8,97,1,0,11,0,85202,0
6240730,3,0,29,3,50.34,27,93,3,66,4,85202,0
6241023,1,1,54,3,77.89,36,94,47,62,79,85282,0
6322310,2,0,68,3,7.64,98,2,1,6,32,85210,0
6327361,1,0,28,3,51.62,73,90,2,84,4,85201,0
6327564,2,1,40,3,12.79,35,4,34,25,50,85201,0
6327753,1,0,42,3,95.85,98,98,58,95,68,85210,0
6328306,3,1,30,2,66.33,16,84,7,45,9,85210,0
6328309,3,1,34,3,32.0,26,19,8,35,14,85203,0
6106770,2,0,69,3,14.67,28,1,3,19,25,85203,0
6106815,3,1,42,3,47.43,23,83,59,52,46,85210,0
6107059,1,1,28,3,85.98,97,99,0,86,3,85202,0
6107220,3,1,31,3,10.73,70,6,1,39,1,85203,0
6107616,3,1,33,3,51.67,98,60,2,62,2,85210,1
6107776,3,1,44,3,73.44,99,63,56,67,65,85283,1
6108343,2,0,28,3,6.86,29,3,4,8,2,85213,0
6108579,1,1,60,3,91.66,98,97,31,49,71,85210,0
6108774,2,0,31,3,18.4,35,0,11,14,13,85203,0
6108878,1,0,70,3,94.1,98,98,4,73,39,85204,0
6109075,3,0,30,3,55.11,5,53,3,59,2,85282,1
6109182,2,0,28,2,15.75,68,29,13,15,2,85201,0
6110254,1,1,31,3,86.27,95,92,9,71,27,85204,0
6110370,1,1,29,2,86.41,27,62,11,42,1,85202,1
6184512,3,0,31,3,60.38,33,26,6,52,1,85210,0
6184945,2,1,59,3,22.09,6,4,31,30,30,85201,0
6185123,3,0,58,3,38.07,71,65,20,65,42,85213,1
6185308,3,1,35,2,80.98,98,27,11,46,16,85204,0
6186406,3,0,30,3,22.27,64,8,8,14,4,85204,0
6188005,2,0,32,3,9.24,76,1,21,9,46,85204,0
6188530,1,0,72,3,81.92,27,95,4,28,88,85203,0
6188671,1,0,53,3,95.31,98,96,74,80,97,85202,0
6188764,3,1,35,3,18.76,82,7,10,37,30,85204,0
6190015,3,0,29,3,80.37,63,71,0,87,4,85224,0
6190328,3,1,28,3,28.59,25,9,0,45,0,85210,0
6190373,1,0,32,3,92.9,25,96,18,68,5,85202,0
6190422,3,0,45,2,69.84,26,97,76,44,63,85204,0
6190964,2,0,71,3,5.54,98,0,5,6,96,85202,0
6191131,3,1,55,3,23.57,45,34,47,34,95,85210,0
6283587,1,0,27,3,92.18,97,96,0,96,2,85204,0
6287313,2,0,40,3,7.56,94,0,60,12,98,85210,0
6288161,1,1,34,2,92.69,97,97,28,80,50,85204,0
6288205,3,1,49,3,17.42,27,24,38,40,44,85204,0
6288297,3,1,28,3,67.56,97,22,1,60,3,85204,0
6288345,3,0,89,3,7.48,95,6,2,19,13,85201,0
6288394,2,1,38,3,14.83,29,4,53,15,67,85204,0
6288443,3,0,77,3,36.06,31,53,1,35,27,85204,1
6288484,3,0,28,3,37.84,21,91,5,70,2,85213,0
6288587,2,0,28,3,16.1,32,22,10,16,3,85204,0
6288619,3,0,27,3,65.44,30,94,3,63,2,85204,0
6288751,2,1,57,3,6.4,98,1,23,7,31,85201,0
6288863,1,0,83,3,93.57,98,92,0,44,15,85201,0
6288865,3,0,35,3,12.68,93,3,12,7,11,85234,0
6288940,1,1,35,3,80.03,50,93,7,67,14,85204,0
6289244,1,1,64,2,78.05,21,87,10,44,18,85203,0
6289280,3,0,65,2,81.45,28,96,27,28,47,85213,0
6289526,3,1,29,2,66.39,20,63,4,37,4,85204,1
6289608,2,1,37,2,4.5,99,2,12,7,23,85204,0
6289653,3,0,55,3,16.34,21,96,36,49,64,85210,0
6289709,3,1,31,3,80.98,68,28,5,48,5,85203,0
6289790,2,1,57,3,10.79,17,7,42,16,40,85202,0
6289792,1,1,34,3,90.65,94,91,4,81,9,85213,0
6289880,3,1,34,2,72.76,46,56,7,62,14,85203,1
6289892,1,0,38,3,91.05,95,63,70,28,86,85201,1
6289943,3,1,61,3,51.11,29,13,10,22,28,85282,0
6290036,3,0,28,3,91.39,28,66,8,50,2,85202,0
6290066,1,0,57,3,76.77,23,93,61,50,55,85201,0
6290082,3,0,29,3,90.61,75,78,1,71,2,85204,0
6290203,3,1,39,2,57.23,34,25,40,43,56,85201,0
6290308,1,0,42,2,88.34,84,96,82,62,52,85204,0
6290310,1,0,61,3,93.01,98,94,23,76,71,85210,0
6290443,3,0,27,2,70.66,22,97,3,66,2,85204,0
6290537,1,1,64,3,91.03,98,65,14,35,87,85210,1
6290723,1,0,29,2,95.45,98,99,2,85,3,85204,0
6290788,2,0,31,2,12.34,55,12,14,14,16,85203,0
6290893,3,1,66,2,47.08,80,10,45,21,96,85203,0
6132848,2,1,64,3,7.36,98,1,58,4,97,85203,0
6132924,1,0,61,2,91.55,57,73,13,24,36,85210,0
6133678,2,1,28,3,13.52,25,66,2,65,3,85202,0
6133681,1,1,52,3,86.57,69,96,18,87,34,85202,0
6134187,1,0,31,3,97.84,98,99,1,97,30,85234,0
6134665,2,0,72,3,4.22,98,1,26,14,94,85213,0
6134762,3,0,28,3,78.16,26,99,35,66,3,85224,0
6134818,2,0,60,3,7.56,78,0,68,13,98,85213,0
6135579,3,0,60,3,21.14,93,81,15,35,41,85204,0
6136003,3,1,61,3,16.48,82,70,7,54,49,85203,0
6136057,3,0,57,3,13.67,98,87,42,47,44,85201,0
6136649,2,0,71,3,7.84,91,2,3,9,30,85213,0
6137453,3,1,28,3,72.93,23,2,1,23,1,85210,0
6138254,3,0,84,2,90.19,17,42,7,13,35,85201,1
6138410,3,0,42,3,41.88,91,58,96,52,99,85210,1
6139607,2,1,29,3,9.15,64,1,1,16,12,85210,0
6139614,3,1,51,2,56.54,35,35,75,42,96,85204,1
6139624,3,0,56,2,47.5,91,52,77,17,85,85202,1
6222147,1,0,28,2,95.3,98,94,2,76,3,85202,0
6225305,2,1,27,3,12.3,26,9,1,18,2,85201,0
8036271,3,0,47,3,45.33,75,65,49,56,29,85201,1
8036292,2,0,57,3,5.95,98,1,78,10,99,85213,0
6093366,3,0,31,3,61.1,85,41,1,78,5,85202,1
6093900,1,0,73,3,91.89,98,98,4,80,43,85210,0
6094130,1,0,58,2,94.54,99,99,20,58,92,85204,0
6094721,2,0,83,3,6.89,71,1,3,4,8,85201,0
6094795,1,0,28,2,92.71,34,96,18,45,9,85210,0
6094959,2,1,28,3,9.21,60,1,4,10,0,85210,0
6095244,3,0,42,3,90.98,94,91,48,63,30,85202,0
6095818,2,1,50,3,7.74,70,0,75,11,93,85203,0
6096003,1,0,28,2,94.36,67,93,1,63,3,85203,0
6096295,3,0,33,2,67.55,19,57,38,80,52,85204,1
6096489,1,1,69,3,94.2,99,98,6,76,95,85210,0
6096828,2,0,39,3,4.83,98,8,75,4,86,85203,0
6098255,3,0,29,2,75.66,81,98,9,77,7,85204,0
6098301,2,0,39,3,10.57,61,26,29,54,36,85202,0
6098653,3,1,28,3,63.85,66,74,0,65,2,85202,0
6098927,3,1,28,3,56.58,57,80,3,77,7,85202,0
6099234,1,0,35,3,93.75,80,98,35,64,16,85201,0
6099928,2,0,68,3,7.81,54,0,15,19,72,85204,0
6100175,2,1,36,3,15.55,24,1,46,8,43,85213,0
6100514,1,0,28,2,95.93,98,99,1,72,3,85210,0
6100578,3,1,28,2,89.22,69,67,2,52,4,85204,0
6100827,1,0,28,2,90.15,97,99,4,89,4,85203,0
6101525,3,0,81,3,30.43,86,29,2,55,40,85282,0
6101591,3,0,30,3,41.01,30,33,15,50,4,85234,0
6171319,2,0,30,3,9.27,84,4,3,15,7,85213,0
6171438,3,1,50,3,8.49,98,9,60,37,90,85224,0
6172924,2,1,44,3,10.92,4,56,32,45,24,85210,1
6180619,3,0,38,3,49.81,72,7,34,17,22,85202,0
6182286,3,1,30,3,68.46,31,35,2,45,3,85203,1
6252683,3,0,28,2,85.05,21,94,8,56,1,85202,0
6261895,1,1,28,3,95.53,31,95,1,89,4,85225,0
6307787,3,1,30,3,56.66,38,12,5,25,7,85201,0
6312364,2,1,30,3,7.67,85,1,0,23,1,85234,0
6312895,1,1,56,3,87.46,33,88,20,58,25,85202,0
6370421,3,1,50,3,79.63,79,42,13,48,7,85202,1
6373162,1,0,36,2,84.09,24,96,63,50,23,85204,0
7963248,3,0,31,2,70.57,72,74,15,46,6,85204,0
8002260,3,0,39,3,32.83,28,1,88,21,63,85282,0
8004381,3,1,29,3,54.97,28,71,3,48,11,85201,0
8072690,2,0,26,3,7.88,88,4,2,14,3,85201,0
8073550,3,1,29,3,32.12,41,78,1,59,11,85210,0
8075515,1,0,27,3,86.39,97,96,1,90,1,85203,0
6135521,1,0,32,2,83.39,12,66,49,36,27,85204,0
6136666,2,1,54,3,13.0,56,38,70,45,87,85202,1
6137143,3,1,56,3,39.49,36,36,32,45,61,85203,1
6137427,3,0,51,3,46.02,8,1,53,18,16,85201,0
6137516,3,0,29,3,66.7,27,98,7,40,5,85210,0
6137795,3,1,35,2,67.96,23,64,37,32,16,85202,1
6138534,1,0,29,3,79.24,67,81,0,46,21,85210,0
6138906,3,1,28,3,40.45,51,98,0,92,1,85201,0
6139002,1,0,31,2,91.08,31,92,21,58,9,85213,0
6139206,1,0,29,3,95.5,99,97,4,83,11,85213,0
6139269,1,1,40,2,89.37,29,90,64,41,54,85201,0
6223268,3,0,27,3,85.62,69,89,1,82,3,85282,0
6223300,3,1,27,3,40.71,28,28,3,40,4,85282,0
6231074,3,1,33,3,46.28,61,16,4,56,6,85210,0
6292650,3,0,43,2,62.97,88,93,60,40,84,85202,0
6294276,1,0,27,3,94.6,84,96,2,81,2,85202,0
6355797,3,1,49,3,10.89,98,5,29,24,45,85204,0
6355952,1,0,57,3,49.92,86,92,30,67,34,85203,0
6359047,3,0,29,3,87.99,53,82,11,56,4,85210,0
6359609,1,0,45,3,61.17,14,88,67,60,51,85233,0
6360268,2,1,58,3,7.86,84,0,50,3,99,85202,0
6360365,2,1,72,3,10.68,72,2,17,13,54,85224,0
6360546,1,0,74,2,93.53,86,82,5,34,88,85202,0
6360811,2,1,53,3,4.25,99,1,70,4,96,85224,0
7419164,1,0,40,2,86.43,77,97,85,29,72,85210,0
